time,people
2024-11-22 18:52:59,0
2024-11-22 18:52:59,0
2024-11-22 18:52:59,0
2024-11-22 18:52:59,0
2024-11-22 18:52:59,0
2024-11-22 18:53:00,0
2024-11-22 18:53:00,0
2024-11-22 18:53:00,0
2024-11-22 18:53:00,0
2024-11-22 18:53:00,0
2024-11-22 18:53:00,0
2024-11-22 18:53:01,0
2024-11-22 18:53:01,0
2024-11-22 18:53:01,0
2024-11-22 18:53:01,0
2024-11-22 18:53:01,0
2024-11-22 18:53:02,0
2024-11-22 18:53:03,0
2024-11-22 18:53:04,0
2024-11-22 18:53:04,1
2024-11-22 18:53:04,1
2024-11-22 18:53:05,1
2024-11-22 18:53:05,1
2024-11-22 18:53:05,1
2024-11-22 18:53:06,1
2024-11-22 18:53:06,1
2024-11-22 18:53:07,1
2024-11-22 18:53:07,1
2024-11-22 18:53:07,1
2024-11-22 18:53:08,1
2024-11-22 18:53:08,1
2024-11-22 18:53:08,1
2024-11-22 18:53:08,1
2024-11-22 18:53:08,1
2024-11-22 18:53:08,1
2024-11-22 18:53:09,1
2024-11-22 18:53:09,1
2024-11-22 18:53:09,1
2024-11-22 18:53:09,1
2024-11-22 18:53:09,2
2024-11-22 18:53:10,2
2024-11-22 18:53:10,2
2024-11-22 18:53:10,2
2024-11-22 18:53:10,2
2024-11-22 18:53:11,2
2024-11-22 18:53:11,1
2024-11-22 18:53:11,2
2024-11-22 18:53:11,2
2024-11-22 18:53:11,2
2024-11-22 18:53:11,2
2024-11-22 18:53:12,0
2024-11-22 18:53:12,1
2024-11-22 18:53:12,0
2024-11-22 18:53:12,0
2024-11-22 18:53:12,0
2024-11-22 18:53:13,1
2024-11-22 18:53:13,0
2024-11-22 18:53:13,0
2024-11-22 18:53:13,0
2024-11-22 18:53:13,0
2024-11-22 18:53:13,0
2024-11-22 18:53:14,0
2024-11-22 18:53:14,0
2024-11-22 18:53:14,0
2024-11-22 18:53:15,0
2024-11-22 18:53:15,0
2024-11-22 18:53:15,0
2024-11-22 18:53:15,0
2024-11-22 18:53:16,0
2024-11-22 18:53:16,0
2024-11-22 18:53:16,0
2024-11-22 18:53:16,0
2024-11-22 18:53:16,0
2024-11-22 18:53:17,0
2024-11-22 18:53:17,0
2024-11-22 18:53:17,0
2024-11-22 18:53:17,0
2024-11-22 18:53:17,0
2024-11-22 18:53:18,0
2024-11-22 18:53:18,0
2024-11-22 18:53:18,0
2024-11-22 18:53:18,0
2024-11-22 18:53:18,0
2024-11-22 18:53:18,0
2024-11-22 18:53:18,0
2024-11-22 18:53:19,0
2024-11-22 18:53:19,0
2024-11-22 18:53:19,0
2024-11-22 18:53:19,0
2024-11-22 18:53:19,0
2024-11-22 18:53:19,0
2024-11-22 18:53:20,0
2024-11-22 18:53:20,0
2024-11-22 18:53:20,0
2024-11-22 18:53:20,0
2024-11-22 18:53:20,0
2024-11-22 18:53:21,0
2024-11-22 18:53:21,0
2024-11-22 18:53:21,0
2024-11-22 18:53:21,0
2024-11-22 18:53:21,0
2024-11-22 18:53:22,0
2024-11-22 18:53:22,0
2024-11-22 18:53:22,0
2024-11-22 18:53:22,0
2024-11-22 18:53:22,0
2024-11-22 18:53:23,0
2024-11-22 18:53:23,0
2024-11-22 18:53:23,0
2024-11-22 18:53:23,0
2024-11-22 18:53:23,0
2024-11-22 18:53:24,0
2024-11-22 18:53:24,0
2024-11-22 18:53:24,0
2024-11-22 18:53:24,2
2024-11-22 18:53:24,1
2024-11-22 18:53:24,1
2024-11-22 18:53:25,1
2024-11-22 18:53:25,1
2024-11-22 18:53:25,1
2024-11-22 18:53:25,1
2024-11-22 18:53:25,1
2024-11-22 18:53:26,1
2024-11-22 18:53:26,1
2024-11-22 18:53:26,1
2024-11-22 18:53:26,1
2024-11-22 18:53:26,1
2024-11-22 18:53:27,0
2024-11-22 18:53:27,0
2024-11-22 18:53:27,2
2024-11-22 18:53:27,2
2024-11-22 18:53:27,0
2024-11-22 18:53:28,1
2024-11-22 18:53:28,2
2024-11-22 18:53:28,0
2024-11-22 18:53:28,0
2024-11-22 18:53:28,0
2024-11-22 18:53:29,0
2024-11-22 18:53:29,0
2024-11-22 18:53:29,0
2024-11-22 18:53:29,0
2024-11-22 18:53:30,0
2024-11-22 18:53:30,0
2024-11-22 18:53:30,0
2024-11-22 18:53:30,0
2024-11-22 18:53:30,0
2024-11-22 18:53:30,1
2024-11-22 18:53:31,0
2024-11-22 18:53:31,0
2024-11-22 18:53:31,0
2024-11-22 18:53:31,1
2024-11-22 18:53:31,1
2024-11-22 18:53:32,0
2024-11-22 18:53:32,1
2024-11-22 18:53:32,1
2024-11-22 18:53:32,1
2024-11-22 18:53:32,0
2024-11-22 18:53:33,1
2024-11-22 18:53:33,2
2024-11-22 18:53:33,1
2024-11-22 18:53:33,2
2024-11-22 18:53:33,2
2024-11-22 18:53:33,2
2024-11-22 18:53:34,2
2024-11-22 18:53:34,1
2024-11-22 18:53:34,1
2024-11-22 18:53:34,0
2024-11-22 18:53:34,1
2024-11-22 18:53:35,2
2024-11-22 18:53:35,2
2024-11-22 18:53:35,2
2024-11-22 18:53:35,1
2024-11-22 18:53:35,1
2024-11-22 18:53:36,1
2024-11-22 18:53:37,0
2024-11-22 18:53:38,2
2024-11-22 18:53:39,1
2024-11-22 18:53:39,2
2024-11-22 18:53:40,1
2024-11-22 18:53:40,0
2024-11-22 18:53:40,0
2024-11-22 18:53:40,1
2024-11-22 18:53:41,1
2024-11-22 18:53:41,2
2024-11-22 18:53:41,2
2024-11-22 18:53:42,2
2024-11-22 18:53:42,1
2024-11-22 18:53:42,2
2024-11-22 18:53:42,2
2024-11-22 18:53:42,2
2024-11-22 18:53:42,2
2024-11-22 18:53:43,2
2024-11-22 18:53:43,2
2024-11-22 18:53:43,3
2024-11-22 18:53:43,3
2024-11-22 18:53:43,2
2024-11-22 18:53:44,2
2024-11-22 18:53:44,2
2024-11-22 18:53:44,2
2024-11-22 18:53:44,2
2024-11-22 18:53:45,2
2024-11-22 18:53:45,2
2024-11-22 18:53:46,2
2024-11-22 18:53:46,1
2024-11-22 18:53:46,2
2024-11-22 18:53:46,2
2024-11-22 18:53:47,2
2024-11-22 18:53:47,2
2024-11-22 18:53:47,2
2024-11-22 18:53:47,2
2024-11-22 18:53:47,2
2024-11-22 18:53:47,2
2024-11-22 18:53:48,2
2024-11-22 18:53:48,3
2024-11-22 18:53:48,0
2024-11-22 18:53:48,1
2024-11-22 18:53:48,1
2024-11-22 18:53:48,1
2024-11-22 18:53:48,0
2024-11-22 18:53:49,2
2024-11-22 18:53:49,2
2024-11-22 18:53:49,2
2024-11-22 18:53:49,2
2024-11-22 18:53:49,2
2024-11-22 18:53:50,0
2024-11-22 18:53:50,1
2024-11-22 18:53:50,1
2024-11-22 18:53:50,1
2024-11-22 18:53:50,2
2024-11-22 18:53:50,2
2024-11-22 18:53:51,2
2024-11-22 18:53:51,1
2024-11-22 18:53:51,1
2024-11-22 18:53:51,1
2024-11-22 18:53:51,1
2024-11-22 18:53:52,2
2024-11-22 18:53:52,1
2024-11-22 18:53:52,2
2024-11-22 18:53:52,2
2024-11-22 18:53:53,1
2024-11-22 18:53:53,2
2024-11-22 18:53:53,1
2024-11-22 18:53:54,1
2024-11-22 18:53:54,1
2024-11-22 18:53:54,1
2024-11-22 18:53:54,1
2024-11-22 18:53:54,0
2024-11-22 18:53:54,1
2024-11-22 18:53:54,0
2024-11-22 18:53:55,1
2024-11-22 18:53:55,1
2024-11-22 18:53:55,1
2024-11-22 18:53:55,1
2024-11-22 18:53:55,1
2024-11-22 18:53:55,1
2024-11-22 18:53:55,1
2024-11-22 18:53:56,1
2024-11-22 18:53:56,1
2024-11-22 18:53:56,1
2024-11-22 18:53:56,1
2024-11-22 18:53:56,1
2024-11-22 18:53:57,0
2024-11-22 18:53:57,1
2024-11-22 18:53:57,1
2024-11-22 18:53:57,1
2024-11-22 18:53:57,1
2024-11-22 18:53:58,1
2024-11-22 18:53:58,1
2024-11-22 18:53:58,1
2024-11-22 18:53:58,1
2024-11-22 18:53:58,1
2024-11-22 18:53:59,1
2024-11-22 18:53:59,1
2024-11-22 18:53:59,1
2024-11-22 18:53:59,2
2024-11-22 18:53:59,2
2024-11-22 18:54:00,2
2024-11-22 18:54:00,2
2024-11-22 18:54:00,2
2024-11-22 18:54:00,2
2024-11-22 18:54:00,2
2024-11-22 18:54:01,2
2024-11-22 18:54:01,2
2024-11-22 18:54:01,2
2024-11-22 18:54:01,2
2024-11-22 18:54:01,2
2024-11-22 18:54:02,3
2024-11-22 18:54:02,2
2024-11-22 18:54:02,2
2024-11-22 18:54:02,2
2024-11-22 18:54:02,2
2024-11-22 18:54:03,2
2024-11-22 18:54:03,2
2024-11-22 18:54:03,2
2024-11-22 18:54:03,2
2024-11-22 18:54:03,2
2024-11-22 18:54:04,3
2024-11-22 18:54:04,2
2024-11-22 18:54:04,2
2024-11-22 18:54:04,2
2024-11-22 18:54:04,2
2024-11-22 18:54:04,2
2024-11-22 18:54:05,3
2024-11-22 18:54:05,2
2024-11-22 18:54:05,3
2024-11-22 18:54:05,3
2024-11-22 18:54:05,2
2024-11-22 18:54:06,2
2024-11-22 18:54:06,2
2024-11-22 18:54:06,3
2024-11-22 18:54:06,2
2024-11-22 18:54:06,2
2024-11-22 18:54:07,2
2024-11-22 18:54:07,2
2024-11-22 18:54:07,2
2024-11-22 18:54:08,2
2024-11-22 18:54:08,3
2024-11-22 18:54:08,2
2024-11-22 18:54:08,2
2024-11-22 18:54:09,2
2024-11-22 18:54:09,2
2024-11-22 18:54:09,2
2024-11-22 18:54:09,2
2024-11-22 18:54:09,2
2024-11-22 18:54:09,2
2024-11-22 18:54:09,2
2024-11-22 18:54:10,2
2024-11-22 18:54:10,2
2024-11-22 18:54:10,2
2024-11-22 18:54:10,2
2024-11-22 18:54:10,2
2024-11-22 18:54:10,2
2024-11-22 18:54:11,2
2024-11-22 18:54:11,2
2024-11-22 18:54:11,2
2024-11-22 18:54:11,2
2024-11-22 18:54:11,2
2024-11-22 18:54:12,3
2024-11-22 18:54:12,2
2024-11-22 18:54:12,2
2024-11-22 18:54:12,2
2024-11-22 18:54:12,3
2024-11-22 18:54:12,2
2024-11-22 18:54:13,2
2024-11-22 18:54:13,3
2024-11-22 18:54:13,3
2024-11-22 18:54:13,2
2024-11-22 18:54:14,2
2024-11-22 18:54:14,2
2024-11-22 18:54:14,2
2024-11-22 18:54:15,2
2024-11-22 18:54:15,2
2024-11-22 18:54:15,2
2024-11-22 18:54:15,2
2024-11-22 18:54:15,2
2024-11-22 18:54:15,2
2024-11-22 18:54:16,2
2024-11-22 18:54:16,2
2024-11-22 18:54:16,2
2024-11-22 18:54:16,3
2024-11-22 18:54:16,3
2024-11-22 18:54:17,2
2024-11-22 18:54:17,2
2024-11-22 18:54:19,2
2024-11-22 18:54:19,2
2024-11-22 18:54:19,2
2024-11-22 18:54:19,2
2024-11-22 18:54:19,2
2024-11-22 18:54:19,3
2024-11-22 18:54:19,3
2024-11-22 18:54:20,3
2024-11-22 18:54:20,2
2024-11-22 18:54:20,2
2024-11-22 18:54:20,2
2024-11-22 18:54:20,2
2024-11-22 18:54:21,2
2024-11-22 18:54:21,2
2024-11-22 18:54:21,2
2024-11-22 18:54:21,2
2024-11-22 18:54:21,2
2024-11-22 18:54:22,2
2024-11-22 18:54:22,2
2024-11-22 18:54:22,3
2024-11-22 18:54:22,2
2024-11-22 18:54:23,2
2024-11-22 18:54:23,2
2024-11-22 18:54:23,2
2024-11-22 18:54:23,2
2024-11-22 18:54:23,2
2024-11-22 18:54:24,2
2024-11-22 18:54:24,2
2024-11-22 18:54:24,2
2024-11-22 18:54:24,2
2024-11-22 18:54:25,2
2024-11-22 18:54:25,2
2024-11-22 18:54:25,2
2024-11-22 18:54:25,2
2024-11-22 18:54:25,2
2024-11-22 18:54:25,3
2024-11-22 18:54:26,3
2024-11-22 18:54:26,2
2024-11-22 18:54:26,2
2024-11-22 18:54:26,2
2024-11-22 18:54:26,2
2024-11-22 18:54:26,2
2024-11-22 18:54:27,3
2024-11-22 18:54:27,3
2024-11-22 18:54:27,2
2024-11-22 18:54:27,2
2024-11-22 18:54:27,2
2024-11-22 18:54:27,2
2024-11-22 18:54:28,2
2024-11-22 18:54:28,2
2024-11-22 18:54:28,2
2024-11-22 18:54:28,3
2024-11-22 18:54:28,2
2024-11-22 18:54:29,2
2024-11-22 18:54:29,2
2024-11-22 18:54:29,2
2024-11-22 18:54:29,2
2024-11-22 18:54:29,2
2024-11-22 18:54:29,2
2024-11-22 18:54:29,2
2024-11-22 18:54:30,2
2024-11-22 18:54:30,2
2024-11-22 18:54:30,2
2024-11-22 18:54:30,3
2024-11-22 18:54:30,2
2024-11-22 18:54:31,2
2024-11-22 18:54:31,2
2024-11-22 18:54:31,2
2024-11-22 18:54:31,2
2024-11-22 18:54:31,3
2024-11-22 18:54:32,2
2024-11-22 18:54:32,3
2024-11-22 18:54:32,2
2024-11-22 18:54:33,2
2024-11-22 18:54:33,2
2024-11-22 18:54:33,3
2024-11-22 18:54:33,2
2024-11-22 18:54:33,2
2024-11-22 18:54:34,3
2024-11-22 18:54:34,3
2024-11-22 18:54:34,2
2024-11-22 18:54:34,3
2024-11-22 18:54:34,3
2024-11-22 18:54:35,3
2024-11-22 18:54:35,3
2024-11-22 18:54:35,3
2024-11-22 18:54:35,3
2024-11-22 18:54:36,3
2024-11-22 18:54:36,3
2024-11-22 18:54:36,3
2024-11-22 18:54:36,2
2024-11-22 18:54:36,3
2024-11-22 18:54:37,3
2024-11-22 18:54:37,3
2024-11-22 18:54:37,3
2024-11-22 18:54:37,3
2024-11-22 18:54:38,2
2024-11-22 18:54:38,3
2024-11-22 18:54:38,2
2024-11-22 18:54:38,2
2024-11-22 18:54:38,2
2024-11-22 18:54:39,3
2024-11-22 18:54:39,3
2024-11-22 18:54:39,2
2024-11-22 18:54:39,3
2024-11-22 18:54:39,2
2024-11-22 18:54:39,3
2024-11-22 18:54:40,2
2024-11-22 18:54:40,2
2024-11-22 18:54:40,2
2024-11-22 18:54:40,2
2024-11-22 18:54:41,2
2024-11-22 18:54:41,2
2024-11-22 18:54:41,2
2024-11-22 18:54:41,2
2024-11-22 18:54:41,2
2024-11-22 18:54:41,3
2024-11-22 18:54:42,3
2024-11-22 18:54:42,2
2024-11-22 18:54:42,3
2024-11-22 18:54:42,2
2024-11-22 18:54:42,2
2024-11-22 18:54:43,3
2024-11-22 18:54:43,3
2024-11-22 18:54:43,2
2024-11-22 18:54:43,2
2024-11-22 18:54:43,2
2024-11-22 18:54:44,3
2024-11-22 18:54:44,3
2024-11-22 18:54:44,3
2024-11-22 18:54:44,3
2024-11-22 18:54:44,3
2024-11-22 18:54:44,3
2024-11-22 18:54:45,2
2024-11-22 18:54:45,3
2024-11-22 18:54:45,3
2024-11-22 18:54:45,4
2024-11-22 18:54:46,4
2024-11-22 18:54:46,3
2024-11-22 18:54:46,3
2024-11-22 18:54:46,2
2024-11-22 18:54:47,3
2024-11-22 18:54:47,3
2024-11-22 18:54:47,3
2024-11-22 18:54:47,3
2024-11-22 18:54:47,3
2024-11-22 18:54:47,3
2024-11-22 18:54:48,3
2024-11-22 18:54:48,3
2024-11-22 18:54:48,2
2024-11-22 18:54:48,3
2024-11-22 18:54:48,3
2024-11-22 18:54:49,3
2024-11-22 18:54:49,3
2024-11-22 18:54:49,3
2024-11-22 18:54:49,3
2024-11-22 18:54:49,3
2024-11-22 18:54:49,3
2024-11-22 18:54:50,3
2024-11-22 18:54:50,3
2024-11-22 18:54:50,3
2024-11-22 18:54:50,3
2024-11-22 18:54:50,3
2024-11-22 18:54:51,3
2024-11-22 18:54:51,3
2024-11-22 18:54:51,3
2024-11-22 18:54:51,3
2024-11-22 18:54:51,3
2024-11-22 18:54:52,3
2024-11-22 18:54:52,3
2024-11-22 18:54:52,3
2024-11-22 18:54:52,3
2024-11-22 18:54:52,3
2024-11-22 18:54:53,3
2024-11-22 18:54:53,3
2024-11-22 18:54:53,3
2024-11-22 18:54:53,3
2024-11-22 18:54:54,3
2024-11-22 18:54:54,3
2024-11-22 18:54:54,3
2024-11-22 18:54:54,3
2024-11-22 18:54:54,3
2024-11-22 18:54:55,3
2024-11-22 18:54:55,3
2024-11-22 18:54:55,3
2024-11-22 18:54:55,3
2024-11-22 18:54:55,3
2024-11-22 18:54:55,3
2024-11-22 18:54:56,3
2024-11-22 18:54:56,4
2024-11-22 18:54:56,3
2024-11-22 18:54:56,3
2024-11-22 18:54:56,3
2024-11-22 18:54:57,3
2024-11-22 18:54:57,3
2024-11-22 18:54:57,3
2024-11-22 18:54:57,3
2024-11-22 18:54:57,3
2024-11-22 18:54:57,3
2024-11-22 18:54:58,3
2024-11-22 18:54:58,3
2024-11-22 18:54:58,3
2024-11-22 18:54:58,3
2024-11-22 18:54:59,3
2024-11-22 18:54:59,3
2024-11-22 18:54:59,3
2024-11-22 18:54:59,3
2024-11-22 18:54:59,3
2024-11-22 18:54:59,3
2024-11-22 18:55:00,3
2024-11-22 18:55:00,3
2024-11-22 18:55:00,3
2024-11-22 18:55:00,3
2024-11-22 18:55:00,3
2024-11-22 18:55:01,3
2024-11-22 18:55:01,3
2024-11-22 18:55:01,3
2024-11-22 18:55:01,3
2024-11-22 18:55:01,3
2024-11-22 18:55:02,3
2024-11-22 18:55:02,3
2024-11-22 18:55:02,3
2024-11-22 18:55:02,3
2024-11-22 18:55:02,3
2024-11-22 18:55:02,3
2024-11-22 18:55:03,3
2024-11-22 18:55:03,3
2024-11-22 18:55:03,3
2024-11-22 18:55:03,3
2024-11-22 18:55:04,3
2024-11-22 18:55:04,3
2024-11-22 18:55:04,3
2024-11-22 18:55:04,3
2024-11-22 18:55:05,3
2024-11-22 18:55:05,3
2024-11-22 18:55:05,3
2024-11-22 18:55:05,3
2024-11-22 18:55:06,3
2024-11-22 18:55:06,3
2024-11-22 18:55:06,3
2024-11-22 18:55:07,3
2024-11-22 18:55:07,3
2024-11-22 18:55:07,3
2024-11-22 18:55:07,3
2024-11-22 18:55:07,3
2024-11-22 18:55:07,3
2024-11-22 18:55:08,3
2024-11-22 18:55:08,3
2024-11-22 18:55:08,3
2024-11-22 18:55:08,3
2024-11-22 18:55:08,3
2024-11-22 18:55:08,3
2024-11-22 18:55:09,3
2024-11-22 18:55:09,3
2024-11-22 18:55:09,3
2024-11-22 18:55:09,3
2024-11-22 18:55:10,3
2024-11-22 18:55:10,3
2024-11-22 18:55:10,3
2024-11-22 18:55:10,3
2024-11-22 18:55:10,3
2024-11-22 18:55:11,3
2024-11-22 18:55:11,3
2024-11-22 18:55:11,3
2024-11-22 18:55:11,3
2024-11-22 18:55:11,3
2024-11-22 18:55:12,3
2024-11-22 18:55:12,3
2024-11-22 18:55:12,3
2024-11-22 18:55:12,3
2024-11-22 18:55:12,3
2024-11-22 18:55:12,3
2024-11-22 18:55:13,3
2024-11-22 18:55:13,3
2024-11-22 18:55:13,3
2024-11-22 18:55:13,2
2024-11-22 18:55:13,3
2024-11-22 18:55:14,3
2024-11-22 18:55:14,3
2024-11-22 18:55:14,3
2024-11-22 18:55:14,3
2024-11-22 18:55:14,3
2024-11-22 18:55:15,3
2024-11-22 18:55:15,3
2024-11-22 18:55:15,3
2024-11-22 18:55:15,3
2024-11-22 18:55:15,3
2024-11-22 18:55:15,3
2024-11-22 18:55:16,3
2024-11-22 18:55:16,3
2024-11-22 18:55:16,3
2024-11-22 18:55:16,3
2024-11-22 18:55:16,3
2024-11-22 18:55:17,3
2024-11-22 18:55:17,3
2024-11-22 18:55:17,3
2024-11-22 18:55:17,3
2024-11-22 18:55:17,3
2024-11-22 18:55:18,3
2024-11-22 18:55:18,3
2024-11-22 18:55:18,3
2024-11-22 18:55:18,3
2024-11-22 18:55:18,3
2024-11-22 18:55:19,3
2024-11-22 18:55:19,3
2024-11-22 18:55:19,3
2024-11-22 18:55:20,3
2024-11-22 18:55:20,3
2024-11-22 18:55:20,3
2024-11-22 18:55:20,3
2024-11-22 18:55:20,3
2024-11-22 18:55:20,3
2024-11-22 18:55:21,3
2024-11-22 18:55:21,3
2024-11-22 18:55:21,3
2024-11-22 18:55:21,3
2024-11-22 18:55:21,3
2024-11-22 18:55:21,3
2024-11-22 18:55:22,3
2024-11-22 18:55:22,3
2024-11-22 18:55:22,3
2024-11-22 18:55:22,3
2024-11-22 18:55:22,3
2024-11-22 18:55:22,3
2024-11-22 18:55:23,3
2024-11-22 18:55:23,3
2024-11-22 18:55:23,3
2024-11-22 18:55:23,3
2024-11-22 18:55:23,3
2024-11-22 18:55:24,3
2024-11-22 18:55:24,3
2024-11-22 18:55:24,3
2024-11-22 18:55:24,3
2024-11-22 18:55:24,3
2024-11-22 18:55:24,3
2024-11-22 18:55:25,3
2024-11-22 18:55:25,3
2024-11-22 18:55:25,3
2024-11-22 18:55:25,3
2024-11-22 18:55:26,3
2024-11-22 18:55:26,3
2024-11-22 18:55:26,3
2024-11-22 18:55:26,3
2024-11-22 18:55:26,3
2024-11-22 18:55:27,3
2024-11-22 18:55:27,3
2024-11-22 18:55:27,3
2024-11-22 18:55:27,3
2024-11-22 18:55:27,3
2024-11-22 18:55:28,3
2024-11-22 18:55:28,3
2024-11-22 18:55:28,3
2024-11-22 18:55:28,3
2024-11-22 18:55:28,2
2024-11-22 18:55:28,3
2024-11-22 18:55:29,3
2024-11-22 18:55:29,3
2024-11-22 18:55:29,3
2024-11-22 18:55:29,3
2024-11-22 18:55:29,3
2024-11-22 18:55:30,3
2024-11-22 18:55:30,3
2024-11-22 18:55:30,3
2024-11-22 18:55:30,3
2024-11-22 18:55:30,3
